pcontact,I_30,I_50,I_70,S_70,D_70,R_70
0.2,1,0,0,99988,0,9
0.2,10,199,1968,91860,8,1534
0.2,23,347,3653,85473,15,2707
0.2,3,65,818,96451,2,597
0.2,14,102,1268,94925,5,881
0.2,37,241,2278,90437,13,1780
0.2,25,222,2611,89721,8,1966
0.2,77,648,6395,75305,29,5260
0.2,22,288,2898,88555,14,2229
0.2,29,229,2630,89295,8,1965
0.2,31,204,2547,89755,10,1841
0.2,67,616,6969,73527,41,5309
0.2,22,380,4203,83603,24,3139
0.2,1,0,0,99991,0,6
0.2,34,413,5150,79777,23,3772
0.2,32,314,3868,85117,14,2833
0.2,10,82,674,97101,3,544
0.2,63,570,6249,75955,37,4767
0.2,11,110,970,95888,7,811
0.2,21,206,2262,90448,12,1743
0.2,26,195,1887,92100,12,1530
0.2,107,1345,12267,54511,68,10897
0.2,9,59,581,97561,2,451
0.2,8,124,1266,94882,3,983
0.2,10,59,530,97557,4,458
0.2,19,197,1641,93228,7,1419
0.2,61,507,5241,80107,26,3956
0.2,49,538,6094,76208,23,4710
0.2,0,0,0,99991,0,6
0.2,0,0,0,99991,1,5
