pcontact,I_30,I_50,I_70,S_70,D_70,R_70
0.18,6,78,505,98018,4,446
0.18,26,162,1231,94733,7,1261
0.18,26,181,1006,95750,6,1083
0.18,25,215,1355,94292,4,1373
0.18,0,0,0,99991,0,6
0.18,33,217,1585,93612,9,1518
0.18,63,405,2925,88127,27,2926
0.18,23,120,720,96716,7,767
0.18,11,58,321,98611,3,349
0.18,17,164,1060,95712,4,1004
0.18,26,177,1147,95141,7,1174
0.18,23,247,1740,92987,15,1738
0.18,7,55,419,98291,2,441
0.18,20,149,1062,95803,6,971
0.18,15,47,404,98382,2,387
0.18,12,95,665,97293,4,664
0.18,6,17,69,99702,0,101
0.18,9,36,176,99202,2,234
0.18,2,0,0,99991,0,6
0.185,12,108,820,96559,8,763
0.185,55,523,4636,81633,31,4121
0.185,25,159,1254,94619,14,1194
0.185,0,0,0,99991,0,6
0.185,0,0,0,99991,0,6
0.185,15,54,328,98516,3,378
0.185,1,0,0,99991,0,6
0.185,7,15,217,99078,1,206
0.185,31,259,2157,91109,8,2011
0.185,3,0,0,99987,0,10
0.185,4,22,145,99256,1,160
0.185,18,132,1044,95590,5,941
0.185,29,195,1375,94224,7,1359
0.185,1,0,0,99991,0,6
0.185,19,108,1137,95197,4,1048
0.185,24,234,1636,93300,11,1484
0.185,3,35,296,98794,1,294
0.185,18,127,957,95927,9,925
0.185,27,231,1639,93238,11,1552
0.185,11,97,509,97688,5,529
0.185,12,144,1103,95367,7,1005
0.185,24,187,1289,94670,4,1203
0.185,2,24,170,99170,1,183
0.185,16,162,1486,94032,8,1171
0.185,4,16,75,99658,2,108
0.185,35,255,1735,92894,15,1693
0.185,11,78,632,97380,3,571
0.185,2,0,0,99991,0,6
0.185,7,88,785,96518,3,769
0.185,13,53,327,98529,2,369
0.185,1,1,0,99989,0,8
0.185,16,100,698,97015,4,681
0.185,28,154,1164,94994,6,1113
0.185,42,331,2593,89464,15,2498
0.185,16,151,1217,95062,9,1154
0.185,34,225,1895,92273,13,1622
0.185,48,458,3291,86676,23,3134
0.185,26,302,2427,90055,11,2236
0.185,29,189,1334,94438,5,1265
0.185,27,243,1896,92073,7,1760
0.185,19,116,628,97362,8,632
0.185,18,115,684,96984,7,709
0.185,11,52,293,98660,2,350
0.185,8,96,743,96805,6,717
0.185,3,40,304,98641,1,276
0.185,38,302,2656,89265,13,2304
0.185,18,100,636,97324,4,647
0.185,36,209,1501,93638,14,1479
0.185,10,64,417,98158,1,420
0.185,9,28,325,98685,1,289
0.185,21,93,680,97043,5,667
0.185,19,164,1169,95058,9,1148
0.185,29,312,2244,90816,15,2103
0.185,13,119,941,96097,3,846
0.185,24,105,656,97250,3,655
0.185,19,142,1042,95711,10,1019
0.185,16,62,511,97917,3,453
0.185,18,85,619,97275,0,604
0.185,1,0,0,99991,0,6
0.185,30,140,1096,95228,10,1101
0.185,14,67,434,98124,1,456
0.185,27,199,1573,93438,12,1441
0.185,0,0,0,99990,0,7
0.185,58,477,3728,85297,20,3315
0.19,15,193,1524,93695,11,1344
0.19,16,120,934,96010,8,830
0.19,102,778,6211,75708,51,5796
0.19,33,278,2371,89985,11,2141
0.19,7,47,475,97997,2,396
0.19,0,0,0,99987,0,10
0.19,6,11,158,99222,0,189
0.19,40,139,1303,94588,7,1171
0.19,0,0,0,99991,0,6
0.19,83,769,6936,74019,31,6002
0.19,19,92,809,96832,5,673
0.19,10,44,237,98810,2,267
0.19,12,103,710,96914,3,671
0.19,25,165,1436,94227,11,1244
0.19,14,171,1482,93949,8,1268
0.19,25,210,1640,93152,10,1407
0.19,4,69,678,97175,2,545
0.19,0,0,0,99991,0,6
0.19,0,0,0,99991,0,6
0.19,8,60,696,97154,2,573
0.19,22,119,978,95760,3,871
0.19,7,66,642,97301,4,532
0.19,20,158,1258,94734,9,1123
0.19,8,48,351,98323,2,347
0.19,35,399,2842,88499,15,2601
0.19,23,180,1450,93930,2,1288
0.19,3,63,521,97707,3,464
0.19,19,93,725,96806,2,656
0.19,4,49,368,98465,1,310
0.19,59,407,3633,86174,17,3083
0.19,15,63,648,97151,0,556
0.19,27,313,2472,89715,14,2141
0.19,4,69,637,97498,3,544
0.19,35,295,2770,89106,15,2286
0.19,33,258,2446,90085,12,2065
0.19,13,27,148,99338,0,179
0.19,36,356,3540,85983,18,2969
0.19,62,384,3738,85486,18,3106
0.19,54,460,3631,85135,17,3330
0.19,0,0,0,99991,0,6
0.19,41,138,1374,94197,6,1215
0.19,49,328,2823,88788,16,2458
0.19,64,488,3978,84231,18,3520
0.19,18,60,689,97140,1,571
0.19,1,0,0,99991,1,5
0.19,0,0,0,99991,0,6
0.19,34,313,2610,89445,10,2273
0.19,8,31,377,98455,2,315
0.19,24,107,1000,95734,5,927
0.19,19,185,1517,93787,11,1370
0.19,29,252,2213,91052,12,1919
0.19,28,186,1845,92674,11,1520
0.19,12,127,718,96767,2,743
0.19,21,95,1026,95647,5,839
0.19,60,420,2900,88359,30,2684
0.19,11,78,574,97472,4,541
0.19,4,40,463,98056,1,361
0.19,25,157,1245,94697,8,1137
0.19,46,413,3105,87121,18,2917
0.19,22,129,1310,94693,6,1148
0.19,8,31,313,98631,2,271
0.19,8,84,710,96685,3,703
0.19,29,207,1889,92307,17,1638
0.19,33,183,1354,94407,6,1235
0.195,37,240,2302,90627,10,1789
0.195,0,0,0,99991,0,6
0.195,41,211,2184,90912,12,1818
0.195,39,364,3796,84891,9,3043
0.195,19,60,532,97597,3,486
0.195,26,193,2123,91505,9,1537
0.195,27,272,2929,88224,10,2306
0.195,12,44,583,97566,1,479
0.195,9,92,1215,95261,4,880
0.195,25,184,2087,91586,9,1611
0.195,22,229,1786,92770,13,1465
0.195,87,955,8517,67954,39,7264
0.195,34,205,2001,91796,13,1616
0.195,66,457,4331,83012,33,3498
0.195,26,211,2079,91784,10,1615
0.195,74,699,6089,76173,40,5086
0.195,0,0,0,99991,0,6
0.195,41,483,3976,84217,26,3298
0.195,71,717,6583,74051,31,5450
0.195,46,309,2616,89294,18,2217
0.195,10,65,782,96533,2,650
0.195,22,285,3226,87201,13,2481
0.195,2,0,0,99991,0,6
0.195,13,148,1498,93879,17,1201
0.195,24,179,1877,92364,11,1504
0.195,13,134,1226,94757,7,1000
0.195,27,261,2607,89597,8,2109
0.195,39,174,2001,92033,14,1559
0.195,24,235,2156,91517,11,1668
0.195,20,181,1774,92652,13,1400
0.195,19,171,1992,91832,10,1595
0.195,22,462,4557,82264,16,3563
0.195,4,55,445,98065,2,406
0.195,22,214,1897,92208,11,1568
0.195,17,153,1537,93658,4,1273
0.195,30,271,2632,89429,9,2031
0.195,80,1025,9701,63535,69,8594
0.195,47,384,4120,83900,16,3258
0.195,0,0,0,99991,0,6
0.195,10,69,517,97574,3,515
0.195,27,291,2471,90076,11,2063
0.195,16,139,1236,94913,7,1008
0.195,34,422,3973,84454,26,3123
0.195,1,3,27,99861,0,27
0.195,20,255,2345,90582,8,1971
0.195,57,427,4345,83319,21,3472
0.195,20,136,1240,95073,8,991
0.195,28,218,2091,91620,16,1697
0.195,4,42,258,98744,1,248
0.195,10,109,1075,95572,5,841
0.195,15,67,785,96541,4,628
0.195,30,207,1954,92019,10,1559
0.195,41,490,4752,81521,29,3729
0.195,22,262,2662,89031,16,2208
0.195,4,36,190,99237,2,203
0.195,6,39,441,98050,2,386
0.195,63,862,8313,68665,46,6896
0.195,22,83,747,96916,0,645
0.195,1,0,0,99990,0,7
0.195,12,65,460,98034,5,437
0.195,47,464,4508,82701,24,3721
0.195,17,154,1246,94977,8,1035
0.195,13,147,1265,94683,10,1009
0.195,6,70,592,97320,0,512
0.2,13,115,1288,94606,2,981
0.2,20,235,2698,88974,14,2020
0.2,11,283,3320,87064,18,2384
0.2,32,300,3358,86839,14,2559
0.2,26,287,3239,87692,16,2358
0.2,0,0,0,99991,0,6
0.2,7,51,328,98597,3,316
0.2,6,16,235,98982,3,176
0.2,30,327,4367,83171,26,3108
0.2,35,466,5157,80020,21,3832
0.2,17,286,3043,87752,16,2319
0.2,46,393,4327,83071,21,3363
0.2,28,174,1885,92391,7,1383
0.2,29,166,1491,93604,13,1215
0.2,21,246,2808,88837,18,2013
0.2,43,633,7115,73019,22,5429
0.2,48,340,3426,86014,18,2726
0.2,30,317,3451,86344,14,2557
0.2,12,46,567,97706,2,408
0.2,25,160,1516,93826,8,1210
0.2,6,66,502,97875,3,429
0.2,56,668,7402,71898,42,5764
0.2,15,147,1714,93035,9,1297
0.2,81,816,7994,69720,46,6542
0.2,47,547,5504,78376,28,4310
0.2,37,335,3461,86236,16,2670
0.2,47,510,5554,78549,29,4325
0.2,15,176,2178,91194,8,1604
0.2,34,342,3464,86104,21,2649
0.2,3,64,558,97523,3,444
0.2,2,25,270,98803,2,213
0.2,58,616,6313,75727,22,4918
0.2,8,20,215,98926,4,174
0.2,26,522,5742,78165,27,4286
0.2,140,1298,13082,51714,60,11558
0.2,53,789,8399,68242,40,6661
0.2,38,355,3820,84974,19,2838
0.2,72,660,7066,72517,41,5618
0.2,11,124,1149,95382,5,864
0.2,28,182,1614,93158,9,1350
0.2,41,509,5640,78496,27,4316
0.2,48,531,5518,78095,29,4302
0.2,17,95,1008,95784,5,784
0.2,51,452,5080,80017,28,3964
0.2,17,130,1314,94593,7,1043
0.2,33,327,3979,84750,18,2948
0.2,76,596,5824,77364,28,4544
0.2,5,63,418,98275,2,362
0.2,15,228,2953,88491,8,2048
0.2,9,48,341,98523,2,305
0.2,12,107,1016,95683,6,793
0.2,8,156,1652,93233,9,1300
0.2,66,639,6408,75179,50,5009
0.2,9,96,850,96451,7,686
0.2,0,0,0,99991,0,6
0.2,39,328,3856,84567,14,2878
0.2,9,126,1393,93949,8,1058
0.2,6,69,930,96212,3,671
0.2,39,458,5098,80280,23,3876
0.2,52,498,5354,79143,18,4079
0.2,56,501,5203,79644,25,4137
0.2,38,445,4577,82236,14,3444
0.2,16,237,2234,90822,9,1756
0.2,23,246,3080,87671,10,2246
